"","veh_value","exposure","clm","numclaims","claimcst0","veh_body","veh_age","gender","area","agecat","X_OBSTAT_"
"13618",1.55,0.0301163587,"0",0,0,"STNWG",3,"F","C","2","01101    0    0    0"
"24041",4.09,0.8131416838,"0",0,0,"STNWG",2,"M","D","4","01101    0    0    0"
"30381",1.03,0.5037645448,"0",0,0,"HBACK",3,"M","B","2","01101    0    0    0"
"13755",0.58,0.4325804244,"0",0,0,"SEDAN",4,"F","B","4","01101    0    0    0"
"18747",1.82,0.1314168378,"0",0,0,"SEDAN",2,"F","B","6","01101    0    0    0"
"32914",1.63,0.4407939767,"0",0,0,"SEDAN",2,"F","A","5","01101    0    0    0"
"34979",3.24,0.1478439425,"0",0,0,"MIBUS",2,"M","C","3","01101    0    0    0"
"36223",2.13,0.3696098563,"0",0,0,"MIBUS",3,"M","B","3","01101    0    0    0"
"50475",0.6,0.0301163587,"0",0,0,"HBACK",4,"F","B","2","01101    0    0    0"
"65768",1.29,0.3696098563,"0",0,0,"SEDAN",3,"F","C","6","01101    0    0    0"
"30448",2.22,0.8624229979,"0",0,0,"SEDAN",1,"F","C","3","01101    0    0    0"
"32317",1.43,0.0930869268,"0",0,0,"HBACK",2,"F","C","3","01101    0    0    0"
"55806",0.89,0.7118412046,"0",0,0,"STNWG",4,"F","D","6","01101    0    0    0"
"20591",0.48,0.9171800137,"0",0,0,"HBACK",4,"M","B","5","01101    0    0    0"
"4067",1.07,0.9993155373,"0",0,0,"SEDAN",2,"F","C","2","01101    0    0    0"
"24762",0.31,0.0602327173,"0",0,0,"SEDAN",4,"M","A","5","01101    0    0    0"
"60759",5.236,0.8761122519,"0",0,0,"STNWG",1,"M","D","5","01101    0    0    0"
"9640",0.42,0.1533196441,"0",0,0,"HBACK",4,"F","E","2","01101    0    0    0"
"47403",1.57,0.9993155373,"0",0,0,"STNWG",4,"F","C","4","01101    0    0    0"
"24578",1.4,0.0657084189,"0",0,0,"SEDAN",2,"F","E","6","01101    0    0    0"
"20707",0.24,0.8240930869,"0",0,0,"HBACK",4,"F","C","6","01101    0    0    0"
"21760",0.46,0.3312799452,"0",0,0,"HBACK",4,"F","B","4","01101    0    0    0"
"9892",4.349,0.2874743326,"0",0,0,"UTE",1,"M","C","2","01101    0    0    0"
"56480",0.39,0.2874743326,"0",0,0,"HBACK",4,"F","C","4","01101    0    0    0"
"34957",1.33,0.9691991786,"0",0,0,"STNWG",4,"F","D","6","01101    0    0    0"
"25669",1.5,0.3175906913,"0",0,0,"UTE",4,"M","E","3","01101    0    0    0"
"55124",1.74,0.7310061602,"0",0,0,"HBACK",2,"M","C","3","01101    0    0    0"
"63535",1.72,0.0438056126,"0",0,0,"STNWG",4,"M","F","2","01101    0    0    0"
"48380",0.37,0.9965776865,"0",0,0,"SEDAN",4,"F","B","4","01101    0    0    0"
"21542",2.51,0.4928131417,"0",0,0,"HDTOP",1,"F","C","4","01101    0    0    0"
"38022",1.28,0.6735112936,"0",0,0,"HBACK",3,"F","F","3","01101    0    0    0"
"14301",1.72,0.8952772074,"0",0,0,"PANVN",3,"M","C","3","01101    0    0    0"
"45780",5.58,0.6187542779,"0",0,0,"STNWG",1,"F","E","1","01101    0    0    0"
"33765",0.39,0.2929500342,"0",0,0,"STNWG",4,"F","C","3","01101    0    0    0"
"32054",0.39,0.7802874743,"0",0,0,"SEDAN",4,"F","C","3","01101    0    0    0"
"25575",1.71,0.1314168378,"0",0,0,"SEDAN",2,"F","B","6","01101    0    0    0"
"2813",0.39,0.6023271732,"0",0,0,"SEDAN",4,"M","A","2","01101    0    0    0"
"20131",1.37,0.2765229295,"0",0,0,"HBACK",1,"M","A","4","01101    0    0    0"
"49024",4,0.9993155373,"0",0,0,"STNWG",3,"F","B","3","01101    0    0    0"
"65418",1.72,0.7392197125,"0",0,0,"UTE",2,"M","A","3","01101    0    0    0"
"17956",0.96,0.0848733744,"0",0,0,"SEDAN",3,"F","C","6","01101    0    0    0"
"10502",3.12,0.1615331964,"0",0,0,"STNWG",2,"M","C","5","01101    0    0    0"
"22407",1.16,0.0711841205,"0",0,0,"STNWG",4,"M","B","4","01101    0    0    0"
"598",0.54,0.2984257358,"0",0,0,"HBACK",4,"M","C","2","01101    0    0    0"
"5314",4.85,0.8021902806,"0",0,0,"STNWG",1,"M","B","5","01101    0    0    0"
"27501",1.67,0.5859000684,"0",0,0,"SEDAN",3,"M","A","3","01101    0    0    0"
"53158",5.55,0.4188911704,"0",0,0,"CONVT",3,"M","C","4","01101    0    0    0"
"2925",2.65,0.3969883641,"0",0,0,"HDTOP",3,"M","A","5","01101    0    0    0"
"47891",1.69,0.2272416153,"0",0,0,"COUPE",3,"M","C","3","01101    0    0    0"
"67106",4.31,0.7282683094,"0",0,0,"SEDAN",2,"M","C","5","01101    0    0    0"
"3544",0.93,0.4161533196,"0",0,0,"HBACK",3,"F","E","3","01101    0    0    0"
"37317",1.5,0.0301163587,"0",0,0,"HBACK",2,"M","A","2","01101    0    0    0"
"18737",1.21,0.5475701574,"0",0,0,"SEDAN",4,"M","B","6","01101    0    0    0"
"3628",1.71,0.1396303901,"0",0,0,"HBACK",1,"M","B","6","01101    0    0    0"
"43439",1.59,0.720054757,"0",0,0,"SEDAN",2,"F","C","6","01101    0    0    0"
"34293",1.53,0.7693360712,"0",0,0,"SEDAN",2,"F","D","6","01101    0    0    0"
"32409",1.49,0.2737850787,"0",0,0,"UTE",3,"M","A","6","01101    0    0    0"
"45734",4.62,0.9719370294,"0",0,0,"TRUCK",1,"M","B","4","01101    0    0    0"
"61186",2.46,0.1779603012,"0",0,0,"SEDAN",2,"F","C","5","01101    0    0    0"
"48185",0.74,0.3367556468,"0",0,0,"HBACK",4,"M","A","6","01101    0    0    0"
"31829",0.4,0.7310061602,"0",0,0,"SEDAN",4,"F","B","2","01101    0    0    0"
"27217",1.73,0.7693360712,"0",0,0,"SEDAN",2,"F","C","5","01101    0    0    0"
"3007",0.87,0.5995893224,"0",0,0,"UTE",4,"M","E","4","01101    0    0    0"
"33610",1.33,0.9993155373,"0",0,0,"STNWG",4,"M","C","5","01101    0    0    0"
"18202",2.89,0.8213552361,"0",0,0,"STNWG",2,"F","E","1","01101    0    0    0"
"4966",1.42,0.3915126626,"0",0,0,"STNWG",4,"F","E","3","01101    0    0    0"
"27671",1.8,0.9500342231,"0",0,0,"STNWG",4,"M","B","4","01101    0    0    0"
"57188",3.19,0.8952772074,"0",0,0,"HDTOP",3,"M","E","3","01101    0    0    0"
"19155",2.2,0.8213552361,"0",0,0,"COUPE",2,"F","A","5","01101    0    0    0"
"36706",0.74,0.2984257358,"0",0,0,"SEDAN",4,"M","C","4","01101    0    0    0"
"18361",1.51,0.0821355236,"0",0,0,"SEDAN",2,"F","C","5","01101    0    0    0"
"43353",1.99,0.9801505818,"0",0,0,"PANVN",3,"F","E","4","01101    0    0    0"
"21102",0.76,0.9993155373,"0",0,0,"PANVN",4,"M","A","4","01101    0    0    0"
"29907",4.89,0.1341546886,"0",0,0,"COUPE",2,"M","C","2","01101    0    0    0"
"31517",0.95,0.5119780972,"0",0,0,"SEDAN",4,"M","C","5","01101    0    0    0"
"21513",4.08,0.1889117043,"0",0,0,"STNWG",2,"F","F","2","01101    0    0    0"
"20166",1.05,0.8295687885,"0",0,0,"SEDAN",4,"M","A","3","01101    0    0    0"
"9865",1.74,0.1478439425,"0",0,0,"UTE",3,"F","D","4","01101    0    0    0"
"3769",1.63,0.2737850787,"0",0,0,"MCARA",4,"F","C","5","01101    0    0    0"
"61565",0.3,0.8268309377,"0",0,0,"SEDAN",4,"M","B","2","01101    0    0    0"
"4568",1.27,0.3203285421,"0",0,0,"SEDAN",3,"F","C","4","01101    0    0    0"
"59950",0.79,0.6543463381,"0",0,0,"HBACK",3,"F","A","5","01101    0    0    0"
"21644",1.3,0.3805612594,"0",0,0,"HBACK",2,"M","A","1","01101    0    0    0"
"11908",1.88,0.5503080082,"0",0,0,"HBACK",1,"F","A","6","01101    0    0    0"
"4213",0.66,0.1341546886,"0",0,0,"SEDAN",4,"M","C","6","01101    0    0    0"
"28427",0.95,0.7556468172,"0",0,0,"SEDAN",4,"F","A","4","01101    0    0    0"
"49684",0.32,0.9911019849,"0",0,0,"UTE",4,"F","C","5","01101    0    0    0"
"67766",0.7,0.5941136208,"0",0,0,"HBACK",4,"F","A","4","01101    0    0    0"
"12806",2.05,0.8131416838,"0",0,0,"SEDAN",2,"M","A","3","01101    0    0    0"
"56557",2.75,0.1998631075,"0",0,0,"STNWG",1,"M","D","6","01101    0    0    0"
"51775",4,0.3066392882,"0",0,0,"HDTOP",2,"F","F","4","01101    0    0    0"
"14815",1.46,0.848733744,"0",0,0,"HBACK",2,"F","C","6","01101    0    0    0"
"15321",0.74,0.643394935,"0",0,0,"SEDAN",4,"M","A","5","01101    0    0    0"
"33407",0.55,0.5201916495,"0",0,0,"STNWG",4,"M","C","5","01101    0    0    0"
"62845",0.92,0.5311430527,"0",0,0,"HBACK",3,"F","C","2","01101    0    0    0"
"27226",1.11,0.128678987,"0",0,0,"HBACK",3,"F","C","2","01101    0    0    0"
"10013",1.16,0.1122518823,"0",0,0,"SEDAN",3,"M","C","6","01101    0    0    0"
"58216",2.02,0.9527720739,"0",0,0,"SEDAN",1,"F","C","5","01101    0    0    0"
"1593",1.74,0.219028063,"0",0,0,"SEDAN",2,"F","A","3","01101    0    0    0"
"38031",1.71,0.0273785079,"0",0,0,"HDTOP",4,"M","B","2","01101    0    0    0"
"56935",0.78,0.1916495551,"0",0,0,"HBACK",3,"F","A","4","01101    0    0    0"
"47230",0.62,0.0054757016,"0",0,0,"SEDAN",4,"F","C","6","01101    0    0    0"
"13751",1.42,0.4845995893,"0",0,0,"HBACK",1,"M","A","2","01101    0    0    0"
"28217",1.86,0.4736481862,"0",0,0,"HBACK",1,"F","C","4","01101    0    0    0"
"61616",1.05,0.3312799452,"0",0,0,"SEDAN",3,"M","C","4","01101    0    0    0"
"52640",5.54,0.5995893224,"0",0,0,"STNWG",1,"F","F","2","01101    0    0    0"
"58072",1.75,0.6652977413,"0",0,0,"SEDAN",2,"F","E","6","01101    0    0    0"
"46922",1.37,0.7145790554,"0",0,0,"HBACK",1,"F","C","6","01101    0    0    0"
"24823",1.02,0.0602327173,"0",0,0,"SEDAN",3,"F","C","4","01101    0    0    0"
"29153",1.83,0.7145790554,"0",0,0,"HBACK",1,"M","C","5","01101    0    0    0"
"19202",1.68,0.5366187543,"0",0,0,"STNWG",3,"M","C","3","01101    0    0    0"
"45355",1.38,0.9719370294,"0",0,0,"HBACK",2,"M","C","2","01101    0    0    0"
"64726",1.4,0.553045859,"0",0,0,"STNWG",4,"F","A","3","01101    0    0    0"
"33675",1.99,0.2929500342,"0",0,0,"STNWG",3,"F","F","4","01101    0    0    0"
"33614",1.06,0.7145790554,"0",0,0,"HBACK",4,"F","A","4","01101    0    0    0"
"22903",1.45,0.5256673511,"0",0,0,"HBACK",2,"M","C","6","01101    0    0    0"
"44832",1.1,0.4325804244,"0",0,0,"SEDAN",3,"F","E","6","01101    0    0    0"
"35525",1.83,0.7091033539,"0",0,0,"SEDAN",1,"M","C","3","01101    0    0    0"
"38004",3.78,0.5941136208,"0",0,0,"STNWG",1,"M","A","3","01101    0    0    0"
"35782",0.41,0.4216290212,"0",0,0,"HBACK",4,"M","D","3","01101    0    0    0"
"24768",1.02,0.0602327173,"0",0,0,"SEDAN",3,"M","B","4","01101    0    0    0"
"3291",1.48,0.3969883641,"0",0,0,"SEDAN",2,"F","C","5","01101    0    0    0"
"17666",0.96,0.8377823409,"0",0,0,"SEDAN",4,"F","C","5","01101    0    0    0"
"12229",2.999,0.7118412047,"0",0,0,"STNWG",1,"M","B","6","01101    0    0    0"
"57497",0.82,0.5886379192,"0",0,0,"HBACK",4,"F","A","2","01101    0    0    0"
"65465",1.88,0.4544832307,"0",0,0,"SEDAN",2,"M","B","6","01101    0    0    0"
"25358",0.8,0.0574948665,"0",0,0,"HBACK",3,"F","C","3","01101    0    0    0"
"10387",1.62,0.2518822724,"0",0,0,"UTE",2,"F","B","3","01101    0    0    0"
"1332",0.68,0.7556468172,"0",0,0,"SEDAN",4,"M","C","2","01101    0    0    0"
"33732",0.93,0.2902121834,"0",0,0,"HBACK",3,"M","E","5","01101    0    0    0"
"9611",2.34,0.6105407255,"0",0,0,"HBACK",2,"M","B","4","01101    0    0    0"
"11441",0.46,0.8624229979,"0",0,0,"STNWG",4,"F","A","3","01101    0    0    0"
"8718",0.83,0.8076659822,"0",0,0,"SEDAN",3,"F","C","6","01101    0    0    0"
"7150",0.76,0.59137577,"0",0,0,"HBACK",3,"F","D","6","01101    0    0    0"
"28547",3.68,0.0985626283,"0",0,0,"STNWG",2,"M","A","2","01101    0    0    0"
"33608",4.77,0.7063655031,"0",0,0,"STNWG",2,"M","A","4","01101    0    0    0"
"67390",0.54,0.2737850787,"0",0,0,"HBACK",4,"M","C","2","01101    0    0    0"
"44056",1.35,0.3641341547,"0",0,0,"HBACK",1,"F","D","3","01101    0    0    0"
"4132",2.65,0.257357974,"0",0,0,"SEDAN",1,"M","B","5","01101    0    0    0"
"36537",1.81,0.6844626968,"0",0,0,"SEDAN",2,"M","C","4","01101    0    0    0"
"24854",0.46,0.0629705681,"0",0,0,"HBACK",4,"F","A","5","01101    0    0    0"
"46147",0.44,0.2792607803,"0",0,0,"SEDAN",4,"F","D","1","01101    0    0    0"
"40572",1.89,0.0082135524,"0",0,0,"SEDAN",1,"F","C","3","01101    0    0    0"
"51217",2.44,0.0136892539,"0",0,0,"SEDAN",1,"F","A","4","01101    0    0    0"
"1753",2.55,0.1013004791,"0",0,0,"SEDAN",2,"M","A","3","01101    0    0    0"
"50088",0.73,0.2217659138,"0",0,0,"SEDAN",4,"F","C","6","01101    0    0    0"
"2660",0.8,0.0602327173,"0",0,0,"STNWG",4,"M","B","3","01101    0    0    0"
"57920",1.14,0.0027378508,"0",0,0,"SEDAN",4,"F","C","5","01101    0    0    0"
"24516",1.64,0.1423682409,"0",0,0,"TRUCK",1,"M","A","3","01101    0    0    0"
"23429",4.349,0.7337440109,"0",0,0,"UTE",1,"M","C","4","01101    0    0    0"
"62974",3.46,0.5503080082,"0",0,0,"UTE",2,"F","E","2","01101    0    0    0"
"44713",0.53,0.4544832307,"0",0,0,"HBACK",4,"M","D","6","01101    0    0    0"
"55483",1.2,0.2491444216,"0",0,0,"HDTOP",4,"M","E","2","01101    0    0    0"
"11630",2.02,0.2518822724,"0",0,0,"SEDAN",2,"F","E","3","01101    0    0    0"
"19542",1.39,0.8213552361,"0",0,0,"UTE",4,"M","E","2","01101    0    0    0"
"28475",1.41,0.167008898,"0",0,0,"SEDAN",2,"M","A","1","01101    0    0    0"
"50395",1.549,0.6762491444,"0",0,0,"HBACK",1,"F","D","3","01101    0    0    0"
"6236",1.6,0.8843258042,"0",0,0,"SEDAN",1,"M","B","5","01101    0    0    0"
"7577",1.15,0.5886379192,"0",0,0,"HBACK",3,"F","B","5","01101    0    0    0"
"33583",3.68,0.2902121834,"0",0,0,"UTE",1,"M","E","3","01101    0    0    0"
"47740",2.42,0.6379192334,"0",0,0,"SEDAN",1,"F","C","4","01101    0    0    0"
"55707",0.39,0.4134154689,"0",0,0,"HBACK",4,"M","C","4","01101    0    0    0"
"32759",0.44,0.501026694,"0",0,0,"SEDAN",4,"F","B","4","01101    0    0    0"
"9153",0.82,0.1040383299,"0",0,0,"SEDAN",4,"F","B","3","01101    0    0    0"
"25407",1.17,0.6844626968,"0",0,0,"HBACK",2,"F","A","2","01101    0    0    0"
"45281",1.53,0.5776865161,"0",0,0,"UTE",4,"M","F","3","01101    0    0    0"
"39658",4.73,0.4709103354,"0",0,0,"STNWG",2,"M","C","5","01101    0    0    0"
"29320",1.17,0.7885010267,"0",0,0,"SEDAN",3,"F","E","3","01101    0    0    0"
"62129",1.47,0.8761122519,"0",0,0,"HBACK",1,"F","C","2","01101    0    0    0"
"44326",0.85,0.6269678302,"0",0,0,"UTE",3,"M","C","3","01101    0    0    0"
"18404",0.93,0.3915126626,"0",0,0,"UTE",4,"M","B","5","01101    0    0    0"
"3742",0.83,0.5037645448,"0",0,0,"HBACK",4,"F","B","2","01101    0    0    0"
"3777",1.98,0.7091033539,"0",0,0,"SEDAN",2,"F","A","4","01101    0    0    0"
"47212",0.48,0.0082135524,"0",0,0,"HBACK",4,"F","C","2","01101    0    0    0"
"59945",1.42,0.6543463381,"0",0,0,"SEDAN",3,"M","A","2","01101    0    0    0"
"33946",3,0.2819986311,"0",0,0,"STNWG",3,"F","F","5","01101    0    0    0"
"40675",0.69,0.8733744011,"0",0,0,"HBACK",4,"M","D","6","01101    0    0    0"
"40720",1.33,0.4517453799,"0",0,0,"STNWG",4,"M","B","3","01101    0    0    0"
"64636",0.73,0.9226557153,"0",0,0,"SEDAN",4,"F","D","5","01101    0    0    0"
"44174",0.79,0.5393566051,"0",0,0,"HBACK",3,"M","D","3","01101    0    0    0"
"14307",0.37,0.1013004791,"0",0,0,"SEDAN",4,"M","C","6","01101    0    0    0"
"62520",2.49,0.9363449692,"0",0,0,"STNWG",3,"M","E","1","01101    0    0    0"
"13844",1.45,0.5667351129,"0",0,0,"SEDAN",2,"F","C","5","01101    0    0    0"
"5133",3.37,0.5338809035,"0",0,0,"TRUCK",2,"M","F","2","01101    0    0    0"
"57773",2.19,0.6926762491,"0",0,0,"STNWG",4,"F","E","4","01101    0    0    0"
"45040",1.73,0.4298425736,"0",0,0,"COUPE",3,"M","E","6","01101    0    0    0"
"18255",2.7,0.1560574949,"0",0,0,"SEDAN",3,"M","C","4","01101    0    0    0"
"12000",3.94,0.5722108145,"0",0,0,"STNWG",2,"M","A","3","01101    0    0    0"
"59104",0.46,0.1943874059,"0",0,0,"HBACK",4,"F","B","3","01101    0    0    0"
"18034",0.43,0.0848733744,"0",0,0,"HBACK",4,"F","A","6","01101    0    0    0"
"4476",1.05,0.8678986995,"0",0,0,"HBACK",4,"F","C","3","01101    0    0    0"
"66150",1.77,0.1341546886,"0",0,0,"SEDAN",2,"F","D","5","01101    0    0    0"
"57146",3.49,0.2628336756,"0",0,0,"UTE",1,"M","D","3","01101    0    0    0"
"6398",1.87,0.5256673511,"0",0,0,"SEDAN",2,"F","C","3","01101    0    0    0"
"42786",0.31,0.6379192334,"0",0,0,"HBACK",4,"F","C","4","01101    0    0    0"
"50576",1.35,0.3230663929,"0",0,0,"HBACK",2,"F","C","4","01101    0    0    0"
"29499",1.26,0.9144421629,"0",0,0,"STNWG",3,"F","A","2","01101    0    0    0"
"42452",1.4,0.1232032854,"0",0,0,"HBACK",1,"F","B","4","01101    0    0    0"
"56563",3.84,0.1013004791,"0",0,0,"STNWG",2,"M","A","4","01101    0    0    0"
"21100",0.95,0.2245037645,"0",0,0,"UTE",3,"M","B","6","01101    0    0    0"
"64915",3.414,0.334017796,"0",0,0,"TRUCK",1,"M","E","4","01101    0    0    0"
"60894",4.2,0.1752224504,"0",0,0,"STNWG",1,"M","A","3","01101    0    0    0"
"32161",2.06,0.0684462697,"0",0,0,"UTE",3,"M","B","2","01101    0    0    0"
"65340",1.65,0.2464065708,"0",0,0,"HBACK",2,"F","B","3","01101    0    0    0"
"42889",0.46,0.9911019849,"0",0,0,"TRUCK",4,"M","F","5","01101    0    0    0"
"43681",1.65,0.1095140315,"0",0,0,"SEDAN",2,"M","A","1","01101    0    0    0"
"55953",1.24,0.2902121834,"0",0,0,"HBACK",1,"F","A","3","01101    0    0    0"
"6083",1.56,0.6872005476,"0",0,0,"HBACK",2,"M","B","6","01101    0    0    0"
"5126",2.37,0.4955509925,"0",0,0,"STNWG",4,"M","A","4","01101    0    0    0"
"1921",1.23,0.0629705681,"0",0,0,"HBACK",1,"F","B","3","01101    0    0    0"
"9069",0.6,0.3887748118,"0",0,0,"HBACK",4,"M","A","2","01101    0    0    0"
"12709",1.25,0.2683093771,"0",0,0,"UTE",4,"M","C","1","01101    0    0    0"
"52432",1.03,0.2135523614,"0",0,0,"SEDAN",3,"F","A","4","01101    0    0    0"
"53780",0.31,0.6844626968,"0",0,0,"SEDAN",4,"F","B","6","01101    0    0    0"
"34244",0.39,0.887063655,"0",0,0,"STNWG",4,"F","A","1","01101    0    0    0"
"64783",1.44,0.5420944559,"0",0,0,"HBACK",1,"M","B","4","01101    0    0    0"
"40724",1.97,0.5174537988,"0",0,0,"STNWG",4,"M","C","4","01101    0    0    0"
"48600",1.23,0.038329911,"0",0,0,"HBACK",2,"M","C","2","01101    0    0    0"
"57121",1.26,0.5941136208,"0",0,0,"SEDAN",3,"F","D","4","01101    0    0    0"
"49910",1.37,0.6707734428,"0",0,0,"SEDAN",3,"F","B","2","01101    0    0    0"
"30988",1.57,0.2491444216,"0",0,0,"HBACK",1,"F","C","2","01101    0    0    0"
"45342",2.81,0.2737850787,"0",0,0,"SEDAN",4,"F","C","4","01101    0    0    0"
"43673",2.33,0.6735112936,"0",0,0,"SEDAN",2,"F","C","3","01101    0    0    0"
"51171",0.54,0.0164271047,"0",0,0,"STNWG",4,"M","A","3","01101    0    0    0"
"26567",1,0.4216290212,"0",0,0,"HBACK",3,"M","B","1","01101    0    0    0"
"39272",1.57,0.4736481862,"0",0,0,"SEDAN",2,"M","C","3","01101    0    0    0"
"36018",1.31,0.3093771389,"0",0,0,"UTE",4,"M","A","4","01101    0    0    0"
"20364",2.01,0.7994524298,"0",0,0,"HBACK",1,"F","A","4","01101    0    0    0"
"30516",0.95,0.7036276523,"0",0,0,"SEDAN",4,"F","D","3","01101    0    0    0"
"57181",0.34,0.720054757,"0",0,0,"SEDAN",4,"M","C","4","01101    0    0    0"
"58119",1.41,0.205338809,"0",0,0,"HBACK",1,"F","C","4","01101    0    0    0"
"26371",1.27,0.6516084873,"0",0,0,"SEDAN",2,"F","B","2","01101    0    0    0"
"12466",3.67,0.5092402464,"0",0,0,"STNWG",2,"M","E","2","01101    0    0    0"
"20991",1.99,0.5256673511,"0",0,0,"HBACK",2,"M","A","3","01101    0    0    0"
"43410",3.58,0.1122518823,"0",0,0,"TRUCK",2,"M","E","4","01101    0    0    0"
"55425",0.83,0.2929500342,"0",0,0,"SEDAN",4,"F","B","1","01101    0    0    0"
"17077",1.57,0.8432580424,"0",0,0,"SEDAN",2,"M","A","4","01101    0    0    0"
"41343",2.83,0.4407939767,"0",0,0,"STNWG",2,"M","D","4","01101    0    0    0"
"66887",2.32,0.9993155373,"0",0,0,"SEDAN",1,"M","C","3","01101    0    0    0"
"35843",1.9,0.1533196441,"0",0,0,"SEDAN",2,"M","A","4","01101    0    0    0"
"26216",3.29,0.7748117728,"0",0,0,"UTE",1,"M","D","5","01101    0    0    0"
"3573",0.8,0.887063655,"0",0,0,"COUPE",4,"F","A","2","01101    0    0    0"
"27635",1.77,0.1943874059,"0",0,0,"STNWG",4,"F","A","3","01101    0    0    0"
"41514",0.6,0.0027378508,"0",0,0,"HBACK",4,"M","C","2","01101    0    0    0"
"5339",3.58,0.8788501027,"0",0,0,"STNWG",2,"F","C","3","01101    0    0    0"
"676",2.27,0.0219028063,"0",0,0,"SEDAN",2,"F","C","6","01101    0    0    0"
"21347",2.93,0.5338809035,"0",0,0,"SEDAN",3,"M","A","6","01101    0    0    0"
"33423",0.86,0.4791238877,"0",0,0,"HBACK",3,"M","C","4","01101    0    0    0"
"53429",1.82,0.925393566,"0",0,0,"HBACK",3,"F","B","3","01101    0    0    0"
"6847",0.93,0.3832991102,"0",0,0,"HBACK",4,"F","A","5","01101    0    0    0"
"49698",0.67,0.9911019849,"0",0,0,"HBACK",4,"F","D","6","01101    0    0    0"
"21210",0.71,0.9144421629,"0",0,0,"UTE",4,"M","D","2","01101    0    0    0"
"31527",0.93,0.8733744011,"0",0,0,"HBACK",3,"F","A","4","01101    0    0    0"
"16852",2.199,0.0219028063,"0",0,0,"SEDAN",1,"M","C","2","01101    0    0    0"
"53104",1.67,0.0136892539,"0",0,0,"UTE",3,"M","C","2","01101    0    0    0"
"48119",1.48,0.9993155373,"0",0,0,"SEDAN",3,"F","C","2","01101    0    0    0"
"38360",1.83,0.7529089665,"0",0,0,"HBACK",1,"F","B","3","01101    0    0    0"
"55106",1.54,0.7310061602,"0",0,0,"HBACK",2,"M","C","5","01101    0    0    0"
"48800",3.34,0.3696098563,"0",0,0,"STNWG",3,"M","B","3","01101    0    0    0"
"60479",1.27,0.7419575633,"0",0,0,"HDTOP",4,"M","B","2","01101    0    0    0"
"6113",0.72,0.128678987,"0",0,0,"SEDAN",4,"M","A","1","01101    0    0    0"
"19689",2.16,0.8761122519,"0",0,0,"STNWG",2,"F","C","1","01101    0    0    0"
"13105",1.28,0.3613963039,"0",0,0,"STNWG",3,"M","A","4","01101    0    0    0"
"13912",1.06,0.5639972621,"0",0,0,"SEDAN",3,"F","D","5","01101    0    0    0"
"7751",1.55,0.2984257358,"0",0,0,"SEDAN",2,"F","D","2","01101    0    0    0"
"31756",3.35,0.2464065708,"0",0,0,"STNWG",3,"F","F","3","01101    0    0    0"
"39207",1.14,0.6872005476,"0",0,0,"SEDAN",3,"F","C","3","01101    0    0    0"
"1521",1.39,0.900752909,"0",0,0,"STNWG",4,"M","C","6","01101    0    0    0"
"42965",2.84,0.4380561259,"0",0,0,"STNWG",3,"M","E","6","01101    0    0    0"
"11788",1.84,0.1615331964,"0",0,0,"STNWG",3,"F","C","1","01101    0    0    0"
"22531",1.54,0.3942505133,"0",0,0,"SEDAN",1,"F","D","6","01101    0    0    0"
"13517",1.89,0.5366187543,"0",0,0,"HBACK",2,"M","A","2","01101    0    0    0"
"24676",0.56,0.6872005476,"0",0,0,"SEDAN",4,"M","D","6","01101    0    0    0"
"9185",1.49,0.5037645448,"0",0,0,"HBACK",1,"F","B","4","01101    0    0    0"
"65572",1.53,0.0821355236,"0",0,0,"UTE",4,"M","E","3","01101    0    0    0"
"55604",3.2,0.2847364819,"0",0,0,"UTE",2,"F","F","2","01101    0    0    0"
"13977",1.29,0.9993155373,"0",0,0,"STNWG",4,"M","C","4","01101    0    0    0"
"42340",2.35,0.3312799452,"0",0,0,"HBACK",2,"F","A","3","01101    0    0    0"
"42647",0.52,0.8076659822,"0",0,0,"SEDAN",4,"M","C","3","01101    0    0    0"
"49682",1.52,0.9911019849,"0",0,0,"HBACK",1,"F","C","5","01101    0    0    0"
"10082",0.81,0.2327173169,"0",0,0,"HBACK",3,"F","C","1","01101    0    0    0"
"3060",0.99,0.4024640657,"0",0,0,"UTE",4,"F","E","5","01101    0    0    0"
"20247",2.53,0.9226557153,"0",0,0,"STNWG",1,"M","C","5","01101    0    0    0"
"5128",1.29,0.3915126626,"0",0,0,"SEDAN",3,"M","C","5","01101    0    0    0"
"60490",1.36,0.93908282,"0",0,0,"SEDAN",3,"F","C","5","01101    0    0    0"
"53635",1.37,0.6872005476,"0",0,0,"HBACK",1,"F","A","3","01101    0    0    0"
"55033",1.76,0.681724846,"0",0,0,"HDTOP",3,"F","C","4","01101    0    0    0"
"64501",0.75,0.6351813826,"0",0,0,"SEDAN",4,"F","A","4","01101    0    0    0"
"15957",1.19,0.2217659138,"0",0,0,"SEDAN",3,"F","C","3","01101    0    0    0"
"18477",0.85,0.3422313484,"0",0,0,"HBACK",3,"F","B","4","01101    0    0    0"
"15009",4.09,0.848733744,"0",0,0,"STNWG",2,"F","F","4","01101    0    0    0"
"4205",0.81,0.3394934976,"0",0,0,"SEDAN",4,"F","A","2","01101    0    0    0"
"2169",1.32,0.0602327173,"0",0,0,"SEDAN",2,"F","C","5","01101    0    0    0"
"65001",0.41,0.0465434634,"0",0,0,"SEDAN",4,"F","C","5","01101    0    0    0"
"54137",2.96,0.5995893224,"0",0,0,"STNWG",3,"M","A","1","01101    0    0    0"
